Lat_Deg,Lat_Min,Lat_Sec,Lon_Deg,Lon_Min,Lon_Sec
51,28,49.84,-90,9,42.94
51,38,8.03,-89,53,38.67
48,36,50.34,-89,54,41.38
47,33,19.35,-82,20,34.45
46,1,46.63,-79,39,23.17
46,58,19.29,-79,48,41.92
45,50,47.21,-82,10,28.5
45,8,49.27,-81,23,48.19
44,46,16.13,-81,7,9.5
43,53,15.99,-80,38,9.92
43,58,20.97,-78,22,15.62
42,38,24.53,-81,24,50.05
43,23,46.09,-80,19,40.76
44,30,26.23,-76,35,0.27
44,30,24.28,-77,38,27.82
44,44,54.28,-78,45,53.5
44,30,31.52,-78,33,26.18
44,35,38.83,-79,2,8.69
45,9,56.68,-74,44,48.54
45,14,26.57,-75,55,0.49
45,22,20.6,-76,39,57.99
45,22,3.9,-77,1,11.91
45,4,44.36,-78,5,6.92
45,25,47.67,-79,35,18.53
49,30,38.53,-92,50,19.49
48,55,23.15,-88,52,55.81
45,20,50.96,-80,0,52.65
45,3,2.67,-77,11,55.67
45,50,45.2,-79,20,19.84
49,30,17.64,-92,52,18.73
45,8,41.51,-81,23,28.77
44,36,52.48,-78,1,33.12
43,8,42.79,-80,22,33.3
43,58,45.44,-80,53,55.98
45,46,3.16,-123,19,24.38
45,23,13.33,-122,48,50.3
45,3,10.08,-121,53,35.92
45,26,0.76,-120,43,28.8
45,47,57.36,-119,25,18.75
45,14,47.53,-118,53,36.87
45,39,53.84,-117,17,5.91
45,43,24.2,-116,37,29.16
44,31,53.89,-123,53,21.62
44,29,15.68,-122,12,14.01
44,11,31.07,-121,15,2.91
44,32,15.66,-120,27,33.49
44,12,31.19,-119,14,35.74
44,9,19.97,-118,37,59.53
44,30,53.36,-117,45,47.46
43,32,47.6,-124,11,32.04
43,21,44.78,-123,30,29.08
43,56,18.41,-122,34,48.39
43,34,29.94,-121,42,50.09
43,9,15.12,-120,38,51.22
43,20,16.38,-119,31,9.55
43,41,4.6,-118,41,50.69
43,17,34.24,-117,47,14.71
42,31,42.9,-124,24,32.74
42,56,30.04,-123,14,46
42,34,0.12,-122,44,48.97
42,22,33.26,-121,48,12.15
42,38,26.08,-120,42,15.9
42,58,30.95,-119,5,59.15
42,21,39.33,-118,39,47.42
42,27,34.81,-117,42,15.59
44,43,26.72,-123,15,14.18
44,43,44.26,-122,46,23.54
45,17,7.47,-117,13,43.12
44,9,26.16,-120,39,23.7
44,48,37.79,-117,29,30.9
42,8,52.75,-120,56,28.85
45,13,47.24,-123,2,28.83
45,16,26.91,-122,16,9.93
46,9,42.74,-123,39,41.77
45,34,37.98,-121,30,30.64
45,38,58.73,-120,3,33.1
45,2,46.29,-119,53,5.84
45,41,7.17,-118,46,18.93
44,29,17.63,-121,45,33.27
44,25,56.15,-119,7,41.79
44,55,18.18,-118,24,6.54
43,42,49.24,-123,35,29.37
43,18,27.43,-122,21,39.34
43,59,7.14,-121,53,44.43
43,50,6.93,-120,12,2.59
43,45,23.95,-119,35,38.46
43,16,12.46,-118,34,19.39
43,40,10.18,-117,4,19.82
42,16,46.92,-124,15,24.22
42,25,48.88,-123,40,0.31
42,2,25.81,-122,29,11.71
42,33,36.49,-121,3,56.59
42,1,3.07,-119,30,19.15
42,37,19.19,-118,36,17.69
42,15,59.48,-117,38,4.74
42,12,47.61,-117,11,4.75
45,30,52.11,-119,36,2.73
44,32,0.21,-120,30,44.03
43,25,7.8,-124,12,52.83
43,39,14,-121,49,23.49
42,32,36.24,-122,47,37.22
44,21,51.85,-120,28,22.47
42,8,37.45,-120,56,39.99
46,5,38.9,-123,25,4.4
44,29,57.36,-121,45,36.03
43,14,38.14,-118,46,19.79
42,50,21.31,-117,36,2.47
45,25,59.38,-123,36,51.56
45,17,48.87,-122,43,7.92
45,0,47.16,-121,36,7.93
45,24,8.8,-120,11,16.27
45,36,37.29,-119,57,27.81
45,10,42.38,-118,12,9.27
45,57,17.41,-117,27,53.94
45,0,28.6,-116,57,46.82
44,24,55.26,-123,56,52.33
44,18,49.48,-122,17,19.83
44,37,40.11,-121,3,29.4
44,27,27.08,-120,7,21.47
44,31,49.89,-119,56,57.29
44,29,41.02,-118,14,1.36
44,49,51.95,-117,12,8.02
43,12,38.54,-124,4,29.82
43,6,58.15,-123,17,29.99
43,39,51.95,-122,18,31.66
43,10,37.06,-121,16,1.43
43,17,40.67,-120,40,16.9
43,7,32.38,-119,6,23.3
43,4,22.01,-118,25,19.51
43,42,4.55,-117,22,17.61
42,47,38.14,-124,1,40.58
42,13,54.23,-123,4,45.54
43,20,37.23,-122,25,5.05
42,15,26.17,-121,29,6.09
42,20,32.97,-120,45,6.19
42,40,45.66,-119,42,5.84
42,40,4.24,-118,59,41.59
42,26,36.76,-117,40,13.52
45,1,15.43,-123,24,50.47
45,42,14.24,-118,14,49.6
45,4,29.84,-117,20,52.31
44,14,5.48,-123,56,10.66
44,58,52.75,-122,58,46.01
44,5,40.43,-121,37,17.07
44,34,49.46,-120,15,44.97
44,48,10.4,-119,25,18.9
44,49,25.01,-118,28,48.18
44,3,3.32,-117,47,54.74
43,51,54.16,-123,15,16
43,14,58.83,-122,40,23.85
43,15,21.09,-121,46,3.21
43,45,22.07,-120,10,19.87
43,51,46.73,-119,31,52.39
43,59,58.08,-118,50,42.04
43,14,15.15,-117,1,32.82
42,16,46.39,-123,28,59.93
42,44,32.96,-122,35,6.56
42,52,48.13,-121,50,9.13
42,3,13,-120,9,26.67
42,36,43.15,-119,35,43.42
42,1,54.07,-118,41,30.33
42,32,57.99,-117,6,17.81
44,13,9.28,-123,55,7.52
45,28,0.63,-122,18,5.9
45,3,43.64,-122,29,38.73
44,57,30.61,-123,42,14.99
44,44,19.41,-122,27,18.68
45,46,57.66,-122,52,6.09
45,20,49.28,-117,7,25.53
41,5,49.67,-80,3,19.06
41,38,51.37,-80,31,1.67
41,5,28.22,-80,21,56.76
41,43,3.63,-80,19,50.28
41,48,6.66,-79,58,55.08
41,31,45.58,-79,21,33.33
41,59,20.28,-79,8,0.35
41,44,3.76,-79,57,17.98
41,18,30.1,-79,5,45.4
41,37,38.05,-79,0,47.19
41,3,37.05,-79,50,8.78
41,24,15.1,-79,12,57.74
41,10,6.98,-78,4,31.56
41,42,54.48,-78,5,58.15
41,41,35.45,-78,26,15.29
41,32,25.23,-78,52,9.41
41,27,8.07,-78,43,45.34
41,58,21.16,-78,20,43.15
41,38,31.81,-78,37,38.8
41,45,52.37,-78,10,14.1
41,18,28.9,-77,17,51.22
41,40,24.64,-77,10,31.51
41,32,15.19,-77,52,13.09
41,54,43.96,-77,24,29.57
41,4,12.64,-77,17,40.47
41,28,4.4,-77,16,26.64
41,5,12.67,-77,13,5.88
41,38,46.49,-77,57,54.08
41,19,48.87,-76,41,44.6
41,52,36.27,-76,54,14.73
41,45,20.45,-76,1,24.21
41,31,43.61,-76,58,56.17
41,58,14.02,-76,4,57.29
41,29,53.2,-76,54,58.33
41,13,5.01,-76,26,43.49
41,6,27.26,-76,31,13.99
41,8,9.21,-75,24,16.48
41,42,29.32,-75,47,20.04
41,33,35.92,-75,14,23.5
41,53,45.98,-75,19,44.45
41,21,52.93,-75,15,51.78
41,16,57.45,-75,11,39.39
41,57,21.24,-75,37,27.46
41,47,34.88,-75,26,58.77
40,55,26.67,-80,9,9.76
40,41,1.36,-80,21,33.61
40,10,20.06,-80,21,49.17
40,5,33.94,-80,21,46.96
40,38,57.79,-79,15,55.09
40,51,49.85,-79,34,1.96
40,28,0.04,-79,40,19.75
40,29,46.33,-79,29,52.53
40,58,8.24,-79,43,46.42
40,40,34.56,-79,14,54.33
40,12,9.46,-79,12,51.7
40,48,47.05,-79,21,10.3
40,28,0.56,-78,59,36.57
40,40,48.6,-78,34,18.82
40,20,42.01,-78,20,49.6
40,56,25.27,-78,4,11.95
40,16,55.07,-78,19,36.42
40,28,6.79,-78,8,51.28
40,44,3.49,-78,13,33.01
40,35,18.66,-78,11,33.17
40,16,6.18,-77,27,41.35
40,25,34.96,-77,45,30.38
40,35,58.02,-77,47,14.98
40,23,6.51,-77,40,37.79
40,41,49.3,-77,31,15.83
40,3,59.36,-77,4,45.52
40,42,29.41,-77,51,41.11
40,35,5.12,-77,24,47.89
40,25,48.06,-76,55,33.06
40,6,41.66,-76,25,44.94
40,12,18.79,-76,11,48.07
40,12,58.24,-76,43,25.98
40,16,38.96,-76,25,32.64
40,11,26.98,-76,17,49.05
40,28,58.01,-76,44,38.92
40,23,10.91,-76,19,19.06
40,26,4.4,-75,18,26.2
40,13,43.8,-75,40,41.1
40,49,54.7,-75,58,55.66
40,9,16.98,-75,28,36.79
40,42,20.35,-75,58,47.86
40,49,1.98,-75,22,42.32
40,36,51.77,-75,59,33.26
39,50,11.78,-80,5,36.74
39,59,35.45,-79,31,36.91
39,53,42.93,-79,4,30.52
39,47,24.61,-78,58,18.73
39,50,22.74,-78,13,7.93
39,59,5.45,-77,14,7.25
39,59,39.58,-77,27,46.3
39,46,29.65,-76,28,3.32
39,55,12.5,-76,54,51.15
39,55,9.25,-75,48,26.96
39,47,24.95,-75,49,27.74
41,4,49.52,-80,3,40.97
41,59,4.3,-79,15,31.81
41,28,16.04,-77,16,6.89
41,7,32.17,-77,7,40.14
41,33,7.43,-76,44,13.94
40,50,6.59,-80,4,7.8
40,22,49.54,-79,33,10.4
40,6,26.57,-79,11,49.6
40,20,58.86,-77,23,41.53
40,30,39.47,-76,55,19.01
40,6,55.78,-76,30,2.54
40,4,26.98,-76,10,15.72
40,35,14.5,-76,20,24.14
40,15,55.91,-75,30,27.57
40,36,56.38,-75,59,30.72
39,52,25.44,-79,31,33.16
39,52,22.11,-78,12,14.12
39,55,21.34,-77,7,16.08
39,54,49.08,-77,26,17.58
39,45,34.25,-76,37,20.4
39,54,29.5,-76,45,25.74
39,47,0.77,-75,49,24.18
40,12,17.79,-76,9,53.36
41,39,10.13,-76,17,8.75
41,4,50.16,-76,16,18.21
40,57,42.45,-75,32,12.57
40,41,38,-77,46,48.2
40,42,18.71,-77,52,19.42
40,39,11.5,-77,45,21.14
41,26,47.96,-76,14,24.9
46,59,22.79,-64,0,13.77
46,19,39.28,-62,21,2.13
46,14,28.79,-63,31,39.75
46,22,0.99,-63,9,11.3
45,34,14.23,-76,6,54.09
45,41,33.8,-75,35,13.96
46,15,17.05,-76,19,23.9
45,5,11.84,-73,20,35.73
45,43,50.24,-73,24,6.68
45,47,36,-74,4,57.06
45,25,50.05,-74,10,19.67
45,57,42.67,-72,35,19.97
45,15,43.78,-72,52,12.3
45,44,15.18,-71,28,26.67
45,2,39.07,-71,54,42.75
46,21,43.37,-76,1,39.29
46,39,58.76,-75,5,47.76
46,2,27.44,-75,34,20.94
46,35,49.73,-74,13,25.61
46,41,53.52,-74,31,13.17
46,34,44.84,-73,49,28.54
46,0,57.53,-73,51,56.37
46,9,3.08,-72,23,38.38
46,36,21.17,-72,8,48.05
46,42,13.93,-71,28,40.12
46,1,48.95,-71,8,20.24
46,28,14.51,-70,58,50.48
46,16,7.18,-70,32,34.51
47,9,56.49,-79,23,21.54
47,40,11.83,-78,24,10.12
46,27,50.06,-77,35,21.74
47,34,25.03,-77,9,16.65
47,13,43.84,-76,44,14.13
46,38,9.39,-78,35,42.13
47,45,55.53,-77,18,42.77
47,54,4.22,-75,49,55.32
47,47,6.89,-74,27,41.05
47,14,2.58,-73,38,3.51
47,54,54.05,-72,15,19.18
47,56,31.98,-71,20,55.46
47,8,15.93,-71,29,29.05
47,39,29.13,-70,37,23.1
47,20,15.46,-70,5,29.99
47,43,23.83,-69,19,7.84
47,46,13.67,-69,35,12.59
48,12,11.3,-79,1,22.7
48,13,1,-78,58,34.27
48,11,37.58,-78,21,16.71
48,36,25.41,-77,11,39.75
48,1,45.32,-77,49,28.72
48,23,42.4,-76,20,46.2
48,30,13.57,-75,14,24.73
48,33,46.97,-74,10,20.51
48,9,6.84,-73,36,36.63
48,35,41.99,-72,26,10.93
48,25,16.55,-72,50,57.5
48,50,56.87,-71,27,46.37
48,2,5.91,-71,38,57.02
48,8,54.94,-70,1,58.71
48,26,55.74,-70,30,58.12
48,33,32.4,-68,13,6.25
47,56,40.16,-68,55,30.12
48,46,50.3,-67,26,31.28
48,51,59.79,-67,31,34.95
48,16,59.3,-66,15,20.49
48,1,25.18,-66,44,9.47
48,43,34.01,-65,0,28.21
49,5,12.34,-65,17,22.47
48,54,15.68,-64,38,5.57
49,13,29.65,-64,54,50.58
48,18,46.22,-68,4,15.18
47,24,49.53,-61,54,57.73
49,52,50.83,-78,38,48.07
49,45,42.61,-78,40,5.66
49,32,58.73,-76,11,42.72
49,28,24.52,-75,34,58.24
49,48,19.35,-74,56,9.07
49,42,17.52,-73,4,41.73
49,25,27.78,-72,34,13.14
49,49,18.32,-71,57,35.69
49,39,17.63,-70,44,47.52
48,14,17.91,-69,30,12.02
48,50,0.66,-69,22,55.17
49,17,39.87,-68,27,3.48
49,12,14.52,-67,57,16.7
50,27,46.43,-64,4,58.49
50,18,1.14,-63,44,18.62
45,23,46.41,-70,51,13.27
53,51,51.35,-73,28,10.3
52,13,51.31,-77,3,49.43
52,12,17.46,-77,3,36.14
45,13,51.45,-73,14,5.86
45,47,34.81,-72,18,7.72
45,31,15.03,-71,11,41.33
46,21,58.58,-76,26,41.96
46,33,17.83,-75,21,8.02
46,19,5.37,-74,8,39.91
46,19,32.66,-74,17,48.36
46,36,19.5,-73,9,40.8
46,23,23.12,-72,19,56.62
46,52,44.14,-71,5,8.43
47,1,5.46,-79,12,55.76
46,24,28.11,-78,8,5.03
46,22,36.39,-77,39,3.82
47,37,48.86,-77,47,38.23
47,35,24.76,-76,44,49.25
47,48,12.15,-78,38,22.97
47,27,6.64,-75,33,34.96
47,16,20.72,-75,39,38.91
47,23,48.83,-73,28,32.67
47,37,31.98,-72,35,24.92
47,17,3.49,-71,15,13.88
47,17,25.06,-71,11,38.43
47,36,18.2,-70,59,6.23
47,9,18.74,-70,36,12.33
48,18,25.28,-79,27,13.76
48,22,49.51,-78,53,47.03
48,32,57.31,-77,57,36.49
48,52,27.36,-73,13,6.41
48,9,41.68,-71,36,53.84
48,9,57.01,-70,4,29.05
48,42,38.82,-68,24,55.87
48,39,18.06,-67,7,16.05
48,47,52.18,-67,20,35.65
48,20,23.91,-66,38,18.48
48,59,18.45,-66,22,59.76
48,25,46.84,-64,7,49.05
48,9,7.57,-65,43,57.99
49,34,36.99,-64,27,53.68
48,29,17.03,-69,45,54.67
49,34,38.81,-69,18,59.18
49,39,51.97,-67,24,41.35
50,3,46.44,-67,11,16.02
50,17,46.07,-65,33,40.18
45,7,42.01,-70,50,17.72
45,35,27.39,-76,39,59.64
46,26,36.29,-76,52,19.53
46,19,12.64,-71,47,30.48
47,9,58.81,-69,36,1.38
46,47,18.69,-78,46,4.83
46,51,36.25,-77,22,44.15
47,42,27.89,-72,46,30.25
47,47,13.79,-71,17,46.52
47,7,9.75,-71,5,18.36
48,12,0.54,-70,45,33.79
47,34,23.71,-68,12,51.6
48,0,38.79,-64,34,24.82
48,43,53,-65,58,17.71
50,38,11.98,-65,34,1.2
45,36,38.86,-75,55,16.78
45,24,58.44,-73,43,43.29
45,47,19.11,-74,41,29.56
45,8,49.44,-72,23,8.47
45,37,50.28,-71,43,46.07
46,22,21.41,-75,49,34.73
46,34,41.25,-73,45,55.27
46,17,29.24,-73,40,10.4
46,36,54.49,-72,51,27.6
46,37,29.75,-71,36,44.43
46,43,13.53,-70,1,6.28
47,33,49.23,-72,44,30.39
47,17,40.58,-71,15,22.54
47,47,6.45,-70,12,27.84
47,32,40.79,-69,25,28.3
48,8,51.1,-79,2,35.33
48,23,53.99,-78,9,56.61
48,44,19.43,-77,45,29.61
48,14,15.74,-64,52,41.23
45,57,3.44,-70,39,39.96
47,20,29.23,-72,50,31.29
47,49,35.48,-71,19,4.89
47,17,20.12,-70,37,9.55
48,42,35.11,-65,5,13.69
48,0,27.66,-65,40,44.44
47,20,19.07,-71,1,9.38
45,44,4.66,-71,28,55.04
49,10,13.11,-65,48,17.41
47,47,40.54,-70,12,15.67
41,35,49.92,-71,25,24.41
41,29,24.43,-71,14,18.92
41,28,48.05,-71,40,58.89
41,59,47.31,-71,44,49.45
41,52,57.32,-71,45,15.49
41,57,36,-71,46,38.65
41,9,59.66,-71,34,8.08
49,15,11.83,-101,47,42.83
49,36,38.54,-102,35,37.7
49,52,29.18,-103,9,34.41
49,30,22.7,-104,45,46.84
49,43,58.56,-105,43,59.73
49,33,40.83,-106,1,21.5
49,38,37.76,-107,59,43.15
49,56,57.99,-109,33,18.53
50,54,9.63,-101,34,46.32
50,39,6.92,-102,5,10.54
50,15,16.54,-103,9,1.1
50,37,37.24,-104,55,8.17
50,20,20,-105,23,8.77
50,29,12.69,-106,15,44.15
50,6,2.93,-107,44,5.12
50,55,11.54,-108,4,19.23
51,17,51.67,-101,45,6.31
51,25,6.61,-102,57,6.11
51,11,12.93,-103,40,26.08
51,59,38.83,-104,51,35.84
51,9,0.22,-105,51,12.94
51,24,17.51,-106,7,0.28
51,43,37.57,-107,9,35.75
51,6,23.05,-108,13,5.72
51,53,46.27,-109,4,32.77
52,49,27.43,-102,22,55.47
52,6,54.12,-103,36,17.14
52,8,50.57,-104,34,23.49
52,44,26.67,-105,39,55.51
52,58,34.77,-106,45,57.81
52,15,22.58,-107,51,16.26
52,24,3.57,-108,35,23.42
52,37,42.95,-109,30,38.38
53,37,42.85,-102,5,1.27
53,8,29.61,-103,19,1.42
53,30,50.31,-104,12,24.11
53,6,40.32,-105,51,25.1
53,43,48.31,-106,43,37.32
53,28,34.75,-107,27,32.98
53,30,22.28,-108,40,8.03
53,23,37.57,-109,1,7.01
54,13,58.12,-104,55,54.57
54,58,41.64,-105,22,16.05
54,42,23.33,-107,14,10.46
54,4,32.35,-108,16,55.58
49,56,58.49,-102,24,57.11
49,52,55.97,-103,33,23.24
49,38,35.62,-104,24,35.17
49,55,31.82,-105,9,58.44
49,59,58.71,-106,20,54.72
49,19,38.63,-107,6,9.2
49,33,17.36,-108,18,36.99
49,40,27.69,-109,44,29.22
50,35,30.33,-102,38,22.1
50,6,39.42,-103,42,46.07
50,45,4.75,-104,16,54.6
50,13,7.1,-105,9,46.71
50,22,9.67,-106,8,36.98
50,1,44.46,-107,0,31.43
50,18,4.2,-108,56,37.15
50,44,36.38,-109,47,34.68
51,4,46.93,-102,45,45.75
51,2,27.49,-103,21,46.72
51,9,31.95,-104,19,6.1
51,24,27.98,-105,49,37.28
51,33,18.43,-106,38,51.83
51,24,7.72,-107,19,48.73
51,55,10.38,-108,12,55.98
51,21,45.06,-109,20,56.4
52,32,2.69,-102,36,35.53
52,25,40.62,-103,23,47.67
52,35,46.09,-104,3,53.64
52,59,54.48,-105,38,3.2
52,11,27.41,-106,17,45.48
52,9,52.91,-107,13,0.22
52,15,6.25,-108,41,34.83
52,36,57.33,-109,54,31.41
53,51,15.06,-102,55,46.6
53,41,58.96,-103,19,53.42
53,32,51.31,-104,10,59.16
53,28,38.81,-105,34,25.29
53,31,28.26,-106,19,35.21
53,9,30.62,-107,40,26.43
53,10,8.13,-108,48,57.11
53,38,51.37,-109,18,32.71
49,39,4.97,-104,43,7.72
49,56,51.59,-109,31,41.21
50,51,30.33,-101,49,42.02
50,46,50.86,-102,4,54.86
50,52,19.44,-108,12,24.79
51,10,0.56,-103,23,7.63
51,54,18.26,-104,43,1.82
51,45,10.59,-109,16,36.32
52,12,5.54,-103,42,21.31
52,16,55.78,-104,40,22.97
53,27,7.05,-103,50,43.42
53,41,40.87,-109,28,35.99
32,44,13.73,-80,8,6.61
33,14,28.65,-79,41,20.32
32,15,31.87,-81,2,17.67
33,39,51.75,-79,27,9.89
33,18,40.94,-80,28,27.23
34,1,41.82,-79,51,56.44
33,49,27.64,-80,3,1.5
33,38,27.97,-81,31,59.14
33,43,16.05,-81,22,31.5
34,30,32.41,-79,25,46.99
34,12,55.16,-80,12,42.42
34,7,55.58,-80,39,23.22
32,51,15.25,-80,40,13.08
34,10,45.15,-81,23,22.33
34,27,24.7,-81,17,25.68
34,41,29.42,-82,40,50.37
34,44,51.18,-82,9,23.38
34,39,7.97,-83,17,20.48
35,5,6.34,-81,59,36.37
35,10,50.87,-82,14,48.43
33,48,27.67,-82,16,57.26
33,52,49.9,-78,48,10.53
35,4,22.04,-81,32,23.25
34,2,41.03,-82,5,29.85
34,12,45.74,-81,49,34.58
34,34,40.48,-80,26,19.21
34,44,49.79,-79,48,16.72
33,8,5.75,-81,2,39.27
33,45,10.47,-80,31,35.94
33,37,24.63,-79,19,51.07
32,44,59.16,-81,2,0.24
32,32,30.33,-80,40,43.79
32,59,29.34,-80,18,24.71
34,36,50.92,-80,47,32.23
34,5,18.43,-81,31,21.19
34,36,8.13,-82,37,59.19
35,5,34.56,-81,59,25.76
35,11,30.84,-82,17,15.44
33,52,48.89,-78,48,23.77
34,44,37.13,-83,17,41.8
34,32,32.38,-80,10,55.42
32,36,19.39,-80,9,15.76
43,19,8.65,-96,53,0.25
43,17,44.54,-97,52,48.41
43,57,9.41,-97,28,38.93
43,50,55.15,-98,39,2.66
43,10,4.19,-98,44,54.16
43,57,42.91,-99,21,45.98
43,18,38.48,-99,51,16.24
43,11,11.01,-100,56,25.5
43,34,58.14,-102,21,25.24
44,14,37.04,-96,57,2.77
44,56,39.22,-97,56,47.54
44,1,29.97,-97,40,10.75
44,30,5.18,-98,19,31.18
44,2,1.76,-98,26,56.01
44,7,49.83,-99,15,7.1
44,11,38.94,-99,30,24.36
45,26,38.45,-96,44,10.45
45,51,34.99,-97,20,12.78
45,44,3.39,-97,43,28.41
45,52,18.09,-98,48,12.55
45,9,13.06,-98,12,25.65
45,1,59.63,-99,52,7.89
45,51,2.16,-99,16,5.12
45,12,1.45,-100,37,52.41
45,22,6.11,-100,40,29.87
44,0,45.34,-102,28,5.94
44,13,47.77,-103,39,30.33
44,36,4.18,-103,5,42.84
43,49,59.6,-103,38,25.17
44,12,5.14,-101,18,46.9
45,14,9.47,-103,43,29.74
43,45,56.61,-101,53,47.74
44,23,24.77,-100,30,41.02
44,59,37.83,-100,1,59.04
45,14,43.97,-102,30,55.27
45,32,16.75,-103,2,3.52
45,49,4.18,-102,48,18.89
45,13,9.03,-101,3,26.54
45,35,16.58,-101,21,55.52
44,36,5.65,-102,28,44.48
44,32,34.86,-101,9,38.09
43,7,27.28,-103,42,27.54
43,51,59.64,-102,22,12.62
43,1,33.7,-101,30,0.86
43,35,23.76,-100,45,32.16
43,36,39.02,-103,52,18.86
43,53,50.04,-103,38,54.88
44,9,59.95,-103,54,11.26
44,16,13.23,-103,40,4.84
44,17,7.99,-103,52,43.53
45,6,39.13,-98,8,23.66
44,13,43.89,-103,39,50.18
43,17,28.33,-103,10,2.66
43,21,8.37,-103,54,57.45
43,49,19.89,-103,35,55.42
43,47,11.11,-104,2,22.76
44,7,5.53,-103,42,59.1
43,30,34.07,-103,33,15.14
43,48,55.78,-103,45,37.47
43,11,37.51,-103,10,36.99
43,1,43.28,-103,41,23.64
43,54,3.18,-101,51,37
43,40,42.15,-102,53,31.47
43,31,25.06,-103,28,41.4
36,25,28.81,-89,26,11.45
36,18,20.82,-89,22,31.74
35,3,28.13,-89,23,28
35,33,33.89,-89,22,28.96
35,41,36.75,-89,20,30.84
35,22,55.41,-89,5,59.81
36,28,39.26,-88,1,37.98
36,10,3.55,-88,14,39.75
35,23,45.9,-88,32,51.96
35,22,30.91,-88,48,1.3
35,55,20.21,-88,53,13.04
35,48,42.06,-88,54,47.13
36,10,42.07,-87,1,14.89
36,30,33.27,-87,41,36.45
35,9,24.22,-87,42,58.44
35,52,1.63,-87,20,28.78
35,21,57.12,-87,9,26.47
35,29,12.47,-87,41,9.65
36,20,57.77,-86,19,43.78
36,30,7.39,-86,39,53.44
35,20,3.28,-86,40,56.87
35,50,33.47,-86,50,35.39
35,44,49.65,-86,11,6.81
35,22,21.4,-86,12,19.81
36,6,41.82,-85,46,21.03
36,30,12.87,-85,42,10.56
35,23,58.41,-85,55,38.39
35,8,40.14,-85,17,43.82
35,11,52.11,-85,39,42.44
35,18,33.87,-85,9,16.46
36,32,27.99,-84,19,23.36
36,17,39.9,-84,25,28.5
35,55,6.38,-84,9,30.67
36,4,13.68,-84,22,12.67
35,10,31,-84,24,50.3
35,10,30,-84,48,57.4
36,8,35.51,-83,47,9.17
36,11,10.19,-83,31,4.94
35,43,5.78,-83,48,39.69
35,54,15.32,-83,55,38.63
36,2,52.74,-82,55,34.64
36,21,49.57,-82,4,36.92
35,6,5.18,-85,21,28.75
35,18,40.19,-85,12,48.36
35,5,55.95,-84,23,17.96
35,45,57.48,-83,40,53.86
35,0,15.26,-84,41,19.69
35,20,42.07,-84,23,25.23
35,20,24.09,-84,13,59.78
35,37,13.35,-83,26,14.72
35,37,54.84,-83,36,20.31
26,12,20.19,-97,20,12.81
26,48,6.29,-98,5,0.75
26,54,11.15,-98,26,23.07
26,53,23.09,-99,16,41.69
27,32,1.1,-97,56,15.97
27,41,33.56,-97,28,30.47
27,3,6.13,-98,47,21.44
27,19,13.85,-98,52,29.33
27,58,9.69,-99,16,35.64
27,12,26.41,-99,13,12.68
28,54,47.74,-95,37,4.54
28,43,15.05,-96,37,43.03
28,32,13.92,-96,30,34.43
28,47,48.62,-97,13,55.45
28,55,46.62,-97,58,10.66
28,17,12.62,-98,19,3.54
28,39,30.54,-98,24,31.65
28,9,44.81,-99,47,43.23
28,59,58.87,-99,56,0.74
29,42,7.4,-94,10,13.9
29,44,27.91,-94,24,20.79
29,7,6.55,-95,13,18.44
29,47,5.15,-95,51,23.61
29,1,7.54,-96,55,40.18
29,33,37.1,-96,30,22.05
29,47,34.19,-97,2,22.24
29,49,25.81,-97,45,13.44
29,53,42.32,-98,39,29.38
29,21,17.46,-98,16,18.7
29,22,45,-99,9,4.89
29,32,7.57,-99,32,18.23
30,48,24.57,-94,6,10.21
30,42,4.64,-94,56,16.85
30,30,48.89,-95,32,44.56
30,47,21.15,-95,49,22
30,45,14.32,-96,42,42.24
30,31,57.67,-96,10,4.19
30,41,43.97,-97,45,23.55
30,39,40.6,-97,38,52.67
30,17,17.83,-98,7,26.26
30,54,16.2,-98,45,12.12
30,21,31.59,-99,11,36.74
30,59,7.22,-99,23,43
31,11,10.27,-94,51,0.28
31,53,22.05,-94,31,42.98
31,48,46.45,-95,52,1.65
31,33,15.75,-95,51,49.53
31,18,27.87,-96,36,3.39
31,26,36.86,-96,35,48.05
31,30,15.01,-97,35,28.87
31,11,5.38,-97,51,29.44
31,8,49.76,-98,2,53.14
31,26,17.43,-98,10,20.25
31,15,46.86,-99,34,4.2
31,30,22.77,-99,9,59.98
32,37,14.91,-94,42,3.02
32,27,16.33,-94,10,58.88
32,11,18.6,-95,45,3.7
32,13,57.6,-95,31,35.87
32,34,41.36,-96,8,15.15
32,44,18.54,-96,47,46.45
32,18,2.37,-97,48,27.91
32,41,54.93,-97,44,46.13
32,10,4.32,-98,3,39.37
32,59,30.16,-98,21,55.29
32,13,48.06,-99,16,7.41
32,49,21.91,-99,7,19.37
33,21,44.59,-94,45,12.78
33,33,41.99,-94,29,6.47
33,3,38.01,-95,49,17.97
33,13,40.46,-95,29,24.88
33,41,50.7,-96,45,12.41
33,22,59.45,-96,4,40.88
33,3,52.87,-97,25,8.64
33,33,27.56,-97,16,53.51
33,22,0.96,-98,55,27.07
33,48,54.48,-98,14,51.2
33,55,14.71,-99,13,16.48
33,23,23.18,-99,40,29.55
28,40,37.03,-100,2,12.93
29,54,50.36,-101,23,13.87
29,11,41.54,-103,1,10.29
29,35,56.35,-102,59,25.62
29,54,5.15,-104,5,42.19
31,10,14.77,-100,59,39.27
31,11,18.58,-101,57,19.28
