Longitude, Latitude
35.2651666667,-88.0951666667
34.952,-87.3845
34.9933333333,-87.9853333333
34.0966666667,-87.4671666667
34.6068333333,-86.7466666667
34.522,-87.396
31.3333333333,-31.3333333333
34.05,-85.6833333333
34.0,-85.0
